matchid,player,championid,ss1,ss2,role,position,win,kills,deaths,assists,totdmgdealt,magicdmgdealt,physicaldmgdealt,truedmgdealt,totdmgtaken,magicdmgtaken,physdmgtaken,truedmgtaken,totminionskilled,neutralminionskilled,ownjunglekills,enemyjunglekills
26655,6,57,4,14,DUO_SUPPORT,BOT,0,10,8,15,71606,53995,8847,8763,41962,19845,19339,2777,51,6,4,2
26714,3,57,4,3,DUO_SUPPORT,BOT,0,11,7,4,81906,70662,11243,0,24301,6719,13285,4296,74,6,6,0
26811,10,57,4,14,DUO_SUPPORT,BOT,1,2,7,10,65235,55745,8035,1454,28469,8832,18670,966,34,5,0,5
26823,9,57,4,14,DUO_SUPPORT,BOT,1,5,10,13,61622,54412,6722,488,24872,12752,10042,2076,33,1,0,1
26839,9,57,4,3,DUO_SUPPORT,BOT,1,3,4,18,73509,47726,14064,11718,25946,9459,14528,1958,88,1,0,1
26842,2,57,14,4,DUO_SUPPORT,BOT,0,4,12,11,52203,46693,4134,1374,25276,5734,16903,2637,25,0,0,0
26861,10,57,4,14,DUO_SUPPORT,BOT,0,4,7,10,51768,36202,8875,6689,40506,5029,30882,4595,48,0,0,0
26889,8,57,4,14,DUO_SUPPORT,BOT,0,3,13,16,57445,52043,3739,1661,33025,13422,19173,429,25,0,0,0
26890,5,57,4,14,DUO_SUPPORT,BOT,1,3,7,10,46466,41412,4293,761,23569,10842,11930,797,37,0,0,0
26903,10,57,4,14,DUO_SUPPORT,BOT,1,3,14,16,99689,90324,6494,2870,34188,10401,22896,891,65,2,0,2
26947,3,57,3,4,DUO_SUPPORT,BOT,0,1,7,8,47618,38255,5026,4337,21720,9279,10850,1589,39,0,0,0
26954,8,57,4,3,DUO_SUPPORT,BOT,0,5,11,16,46313,35276,10470,566,41827,21680,17911,2236,19,0,0,0
26966,4,57,4,3,DUO_SUPPORT,BOT,0,0,7,0,25178,19503,2658,3016,13726,1930,11741,54,39,0,0,0
27007,7,57,14,4,DUO_SUPPORT,BOT,1,0,7,5,24925,18409,2895,3620,15919,7016,8541,362,13,0,0,0
27011,3,57,4,14,DUO_SUPPORT,BOT,0,3,6,8,46216,42183,3676,356,16454,4321,11786,346,24,0,0,0
27016,5,57,14,4,DUO_SUPPORT,BOT,0,4,7,3,35136,31335,2951,849,17640,3956,13444,240,21,1,1,0
27020,2,57,3,4,DUO_SUPPORT,BOT,1,2,9,10,33264,31814,1433,16,19329,3459,15424,444,16,0,0,0
27131,2,57,4,3,DUO_SUPPORT,BOT,1,5,7,21,48154,41895,4961,1297,28316,11470,16104,742,23,1,0,1
27182,2,57,11,4,DUO_SUPPORT,BOT,0,1,7,10,54897,42647,6843,5405,20369,7640,10749,1979,63,0,0,0
27235,5,57,3,4,DUO_SUPPORT,BOT,0,3,8,12,77624,73012,4612,0,33525,7260,20949,5315,37,5,4,1
27254,2,57,14,4,DUO_SUPPORT,BOT,1,6,8,9,89703,82181,6098,1423,23218,12290,10928,0,45,0,0,0
27277,3,57,4,3,DUO_SUPPORT,BOT,1,6,2,15,30944,26617,4237,90,17783,5117,12144,522,22,0,0,0
27278,1,57,14,4,DUO_SUPPORT,BOT,0,6,8,15,53674,46883,3757,3033,32919,16767,15562,590,23,0,0,0
27310,5,57,4,3,DUO_SUPPORT,BOT,0,1,7,4,32943,29228,3660,54,14867,4136,10315,415,20,0,0,0
27363,8,57,4,14,DUO_SUPPORT,BOT,0,1,7,4,31973,28101,1795,2075,20377,10439,9035,903,11,2,2,0
27389,10,57,3,4,DUO_SUPPORT,BOT,0,1,8,7,30066,22316,5653,2097,19700,4937,13954,809,35,0,0,0
27405,7,57,14,4,DUO_SUPPORT,BOT,0,1,8,6,29853,17920,6576,5356,18200,6511,10765,924,33,0,0,0
27425,2,57,3,4,DUO_SUPPORT,BOT,0,10,10,10,57277,46924,7816,2535,32489,12382,18647,1459,50,0,0,0
27442,3,57,3,4,DUO_SUPPORT,BOT,0,1,10,10,41441,37553,3887,0,19312,9211,9804,296,21,0,0,0
27459,6,57,3,4,DUO_SUPPORT,BOT,0,0,6,9,56199,49892,6196,111,25815,10903,12000,2910,38,6,6,0
27495,7,57,4,14,DUO_SUPPORT,BOT,1,6,3,4,18999,14265,4404,330,8709,2523,6156,30,10,0,0,0
27496,9,57,4,3,DUO_SUPPORT,BOT,1,5,7,21,46001,31316,9001,5683,32247,12842,18279,1126,48,0,0,0
27505,1,57,3,4,DUO_SUPPORT,BOT,0,2,10,11,60564,43834,7060,9669,33509,7979,24756,773,70,0,0,0
27548,7,57,4,3,DUO_SUPPORT,BOT,1,1,4,6,46580,41846,4309,423,15806,5275,9456,1074,32,0,0,0
27559,1,57,4,3,DUO_SUPPORT,BOT,0,1,8,4,35214,33212,2002,0,22339,12213,9267,858,16,0,0,0
27630,6,57,4,3,DUO_SUPPORT,BOT,0,2,10,25,90174,84167,4336,1670,34769,7570,26088,1110,45,3,3,0
27641,1,57,3,4,DUO_SUPPORT,BOT,0,1,6,4,88592,80399,8192,0,21867,4435,16207,1225,48,0,0,0
27674,9,57,4,3,DUO_SUPPORT,BOT,1,0,10,18,92704,78529,10225,3949,47336,13968,30582,2785,42,8,6,2
27684,7,57,4,3,DUO_SUPPORT,BOT,0,1,9,8,48583,45228,3333,22,23822,7824,15781,216,33,0,0,0
27690,8,57,4,3,DUO_SUPPORT,BOT,0,2,6,5,37731,24912,6598,6220,21890,11461,9044,1384,38,0,0,0
27703,1,57,4,3,DUO_SUPPORT,BOT,0,4,4,15,68417,60604,7812,0,20684,6336,13618,729,46,0,0,0
27745,3,57,3,4,DUO_SUPPORT,BOT,0,2,4,5,34335,21295,5832,7207,16007,4414,10803,789,51,0,0,0
27788,3,57,14,4,DUO_SUPPORT,BOT,1,1,3,11,44190,39596,3840,753,16147,3390,12705,52,19,1,0,1
27790,7,57,4,3,DUO_SUPPORT,BOT,0,1,9,1,22474,20064,2410,0,10164,1851,8230,82,13,0,0,0
27791,2,57,4,3,DUO_SUPPORT,BOT,0,2,9,9,60362,56113,4248,0,24411,11528,12464,418,50,0,0,0
27796,2,57,4,3,DUO_SUPPORT,BOT,1,2,6,9,44628,38037,6590,0,11830,3747,7037,1045,36,1,0,1
27824,2,57,14,4,DUO_SUPPORT,BOT,1,5,7,17,72219,64494,6221,1504,26066,6302,18945,818,43,0,0,0
27910,6,57,4,3,DUO_SUPPORT,BOT,0,3,12,23,70732,42761,15546,12424,76143,14194,59214,2734,66,0,0,0
27924,8,57,4,3,DUO_SUPPORT,BOT,1,3,3,7,47925,42697,4867,360,15651,9071,6523,56,34,3,0,3
27930,8,57,4,3,DUO_SUPPORT,BOT,1,5,4,11,28153,22151,5817,185,13084,5013,7549,521,22,0,0,0
27981,2,57,4,14,DUO_SUPPORT,BOT,1,2,5,14,37782,32079,3697,2005,23811,7091,15292,1427,16,1,0,1
28030,4,57,14,4,DUO_SUPPORT,BOT,0,0,7,2,28158,23860,2986,1312,14266,8242,5096,927,17,0,0,0
28052,2,57,4,14,DUO_SUPPORT,BOT,1,6,4,9,38123,33317,4203,602,15111,2728,10927,1455,16,0,0,0
28056,6,57,4,14,DUO_SUPPORT,BOT,0,1,3,5,24651,22277,1988,386,9843,2368,7195,280,23,1,0,1
28072,10,57,3,4,DUO_SUPPORT,BOT,0,4,6,7,45662,40036,4783,842,25289,11596,12359,1333,14,2,0,2
28076,5,57,4,3,DUO_SUPPORT,BOT,1,2,6,18,50556,33174,9687,7694,23207,8759,13804,643,47,2,0,2
28095,3,57,4,14,DUO_SUPPORT,BOT,0,8,14,18,91946,86490,4311,1144,37339,19679,15811,1847,40,5,0,5
28277,2,57,4,3,DUO_SUPPORT,BOT,1,2,5,10,47371,40203,5913,1254,18976,5385,12710,880,37,2,1,1
28282,1,57,14,4,DUO_SUPPORT,BOT,0,10,8,2,51360,45479,4473,1408,20314,5815,13150,1348,20,0,0,0
28365,4,57,3,4,DUO_SUPPORT,BOT,1,3,4,15,42297,38205,4000,91,15499,4523,10378,597,28,4,0,4
28423,6,57,4,14,DUO_SUPPORT,BOT,1,3,1,6,13364,11900,1307,155,4376,1210,3166,0,7,0,0,0
28424,9,57,4,3,DUO_SUPPORT,BOT,1,2,1,11,27195,16981,6591,3622,11053,4206,6670,176,37,1,0,1
28425,7,57,4,14,DUO_SUPPORT,BOT,1,3,3,10,87241,78174,8425,642,15816,5208,10343,264,60,4,0,4
28431,6,57,4,14,DUO_SUPPORT,BOT,0,1,6,2,36357,32128,4182,46,13735,7658,6076,0,26,1,0,1
28434,8,57,4,3,DUO_SUPPORT,BOT,1,5,3,11,38397,35007,3306,83,15609,10030,5287,292,35,0,0,0
28439,9,57,3,4,DUO_SUPPORT,BOT,1,1,7,19,67946,62659,5286,0,29221,15195,12668,1357,45,4,1,3
28490,10,57,14,4,DUO_SUPPORT,BOT,1,1,5,14,25493,20966,3971,556,14429,4340,9747,341,11,0,0,0
28562,8,57,3,4,DUO_SUPPORT,BOT,1,0,1,11,23379,20189,3113,75,9329,3750,5371,208,12,0,0,0
28567,1,57,4,14,DUO_SUPPORT,BOT,1,4,2,14,35834,30342,4835,656,9195,2494,6616,84,31,0,0,0
28570,7,57,4,3,DUO_SUPPORT,BOT,0,2,7,6,34947,31700,3246,0,17787,6707,10038,1041,25,0,0,0
28630,7,57,4,3,DUO_SUPPORT,BOT,1,4,10,19,65050,58735,5409,906,21045,11195,9723,126,50,1,0,1
28644,1,57,4,3,DUO_SUPPORT,BOT,0,2,9,5,30995,28511,2484,0,17748,7124,9800,823,25,0,0,0
28672,2,57,14,4,DUO_SUPPORT,BOT,0,2,7,2,39180,33332,5518,329,17799,3806,13626,366,45,0,0,0
28711,3,57,4,3,DUO_SUPPORT,BOT,0,0,8,8,30757,24355,4721,1680,21937,9734,11563,640,16,0,0,0
28745,7,57,3,4,DUO_SUPPORT,BOT,1,2,6,12,29626,24985,4448,192,19246,5799,12767,679,17,0,0,0
28752,1,57,4,14,DUO_SUPPORT,BOT,1,8,9,17,71702,66193,4029,1478,28314,12282,15170,861,26,0,0,0
28753,10,57,4,14,DUO_SUPPORT,BOT,1,3,1,6,24600,16205,5303,3092,6240,758,5440,42,12,0,0,0
28755,9,57,4,14,DUO_SUPPORT,BOT,0,5,7,14,68316,58453,8894,967,29463,10656,18321,486,48,0,0,0
28758,8,57,3,4,DUO_SUPPORT,BOT,1,2,8,20,47132,42260,3868,1004,29235,7900,20457,878,20,5,3,2
28759,1,57,14,4,DUO_SUPPORT,BOT,0,4,10,8,55382,50526,3846,1010,28222,10988,17155,78,30,0,0,0
28762,4,57,14,4,DUO_SUPPORT,BOT,1,3,7,7,59764,53204,4594,1964,23062,9509,12197,1355,26,0,0,0
28873,6,57,4,3,DUO_SUPPORT,BOT,1,7,5,12,54016,45437,5879,2699,24020,8749,13470,1800,35,6,0,6
28877,7,57,4,14,DUO_SUPPORT,BOT,1,4,6,9,129573,107672,20280,1620,37001,12843,21940,2217,89,15,9,6
28899,2,57,3,4,DUO_SUPPORT,BOT,0,5,5,14,58802,42388,10611,5802,38331,16902,21078,350,47,0,0,0
28949,10,57,14,4,DUO_SUPPORT,BOT,0,1,10,9,65921,60813,4071,1036,30823,12618,16638,1566,34,2,0,2
28971,9,57,4,14,DUO_SUPPORT,BOT,1,3,7,18,72446,68641,3556,249,20962,6035,14141,786,17,6,0,6
28976,6,57,4,3,DUO_SUPPORT,BOT,1,1,3,8,56435,49316,7118,0,18537,8197,10268,72,51,3,1,2
28986,6,57,14,4,DUO_SUPPORT,BOT,1,1,7,15,58885,49787,7298,1799,23749,9463,13584,702,23,0,0,0
28997,5,57,3,4,DUO_SUPPORT,BOT,1,5,3,12,42299,36607,5127,565,14545,2783,11310,452,29,1,0,1
29122,7,57,4,3,DUO_SUPPORT,BOT,0,3,10,8,54486,49207,5278,0,22284,6435,14765,1082,39,1,1,0
29133,7,57,3,4,DUO_SUPPORT,BOT,0,2,6,12,40240,31858,7678,703,21047,6830,14116,100,17,6,6,0
29136,7,57,3,4,DUO_SUPPORT,BOT,1,2,5,17,48020,37158,6729,4132,29738,10366,17819,1553,47,0,0,0
29140,6,57,4,3,DUO_SUPPORT,BOT,0,0,6,1,23121,19644,3477,0,10808,6516,3907,385,23,0,0,0
29215,5,57,4,3,DUO_SUPPORT,BOT,1,0,11,17,39653,29135,6402,4115,32578,11912,19148,1517,42,4,3,1
29218,9,57,4,14,DUO_SUPPORT,BOT,1,6,2,11,64706,58877,5207,621,10118,3443,6614,60,30,4,0,4
29222,7,57,14,4,DUO_SUPPORT,BOT,0,1,6,9,29720,19444,4464,5811,15477,4506,10746,224,36,1,1,0
29234,7,57,14,4,DUO_SUPPORT,BOT,1,2,5,12,63713,57273,3725,2714,21186,9734,10675,776,23,1,1,0
29268,6,57,4,3,DUO_SUPPORT,BOT,0,1,9,9,76027,71005,4896,125,28959,3559,23802,1597,48,0,0,0
29283,7,57,3,4,DUO_SUPPORT,BOT,1,1,0,6,19025,9611,6028,3386,8748,1670,6878,199,25,0,0,0
29297,5,57,3,4,DUO_SUPPORT,BOT,0,0,4,1,15066,11100,3966,0,6486,1764,4712,10,9,0,0,0
29311,9,57,3,4,DUO_SUPPORT,BOT,0,2,9,4,45448,43791,1611,45,23354,9360,12212,1781,25,0,0,0
29312,3,57,3,4,DUO_SUPPORT,BOT,1,8,6,25,118080,111119,6365,596,37523,18210,18336,976,40,6,0,6
29313,1,57,3,4,DUO_SUPPORT,BOT,1,6,1,11,48436,42895,5078,462,13686,3471,9517,697,18,3,0,3
29340,1,57,14,4,DUO_SUPPORT,BOT,1,1,4,12,45253,38124,5236,1892,13701,4157,8903,639,28,0,0,0
29412,2,57,4,14,DUO_SUPPORT,BOT,1,0,6,7,42359,38477,3376,504,20100,10695,9203,202,21,2,0,2
29427,2,57,14,4,DUO_SUPPORT,BOT,1,3,3,3,84230,66352,11610,6267,18265,6159,11731,374,46,12,10,2
29432,4,57,4,3,DUO_SUPPORT,BOT,0,1,5,2,33892,24992,5824,3076,13847,4908,8195,744,44,6,6,0
29436,9,57,4,3,DUO_SUPPORT,BOT,1,2,7,22,64765,58213,5164,1387,27798,6166,19557,2074,19,3,3,0
29446,7,57,4,14,DUO_SUPPORT,BOT,0,7,4,11,80122,73414,5086,1621,23283,12789,10293,201,27,0,0,0
29475,7,57,4,3,DUO_SUPPORT,BOT,1,7,3,21,43084,23261,10454,9368,28121,9683,17592,844,43,1,0,1
29505,2,57,14,4,DUO_SUPPORT,BOT,1,1,6,10,34284,24189,7042,3052,21791,7234,13073,1483,38,0,0,0
29509,6,57,14,4,DUO_SUPPORT,BOT,0,1,7,16,49719,43809,3370,2540,24536,11267,13184,84,18,0,0,0
29522,7,57,3,4,DUO_SUPPORT,BOT,1,2,5,9,27854,23044,4240,569,11553,4437,6835,280,16,0,0,0
29523,6,57,4,14,DUO_SUPPORT,BOT,0,9,7,8,36520,33329,2332,858,18984,5388,12712,884,7,0,0,0
29583,9,57,14,4,DUO_SUPPORT,BOT,1,3,5,8,36072,31234,4391,446,14093,5471,8464,158,21,0,0,0
29584,4,57,3,4,DUO_SUPPORT,BOT,1,0,0,10,32904,23394,5879,3630,8266,1291,6309,665,34,0,0,0
29601,1,57,3,4,DUO_SUPPORT,BOT,1,4,2,25,151492,122967,21831,6693,37194,14433,21578,1182,164,0,0,0
29632,2,57,3,4,DUO_SUPPORT,BOT,0,2,6,6,61134,55371,5762,0,18848,6603,10324,1920,39,0,0,0
29711,4,57,14,4,DUO_SUPPORT,BOT,0,4,5,9,59139,53896,4617,625,18577,7053,11252,271,41,2,1,1
29720,7,57,3,4,DUO_SUPPORT,BOT,0,4,11,20,71076,45643,14921,10511,59940,18608,39882,1449,70,0,0,0
29730,9,57,4,3,DUO_SUPPORT,BOT,0,2,4,9,31232,19079,5434,6718,17527,7089,9556,882,38,0,0,0
29755,1,57,4,14,DUO_SUPPORT,BOT,1,3,6,22,38513,31527,5885,1100,24921,7511,16560,850,5,2,2,0
29761,9,57,3,4,DUO_SUPPORT,BOT,0,3,7,2,26827,24013,2813,0,18912,8622,8540,1749,12,1,1,0
29766,9,57,14,4,DUO_SUPPORT,BOT,0,2,9,8,52501,45743,5839,919,24671,8075,15800,795,23,1,1,0
29768,6,57,3,4,DUO_SUPPORT,BOT,0,4,5,5,31911,28718,2978,214,11693,3956,7587,150,34,3,0,3
29772,5,57,14,4,DUO_SUPPORT,BOT,0,1,9,8,35104,24852,5895,4356,22871,11600,11191,80,32,1,0,1
29773,6,57,14,4,DUO_SUPPORT,BOT,0,2,12,12,102064,91745,8388,1930,41017,13270,26223,1524,46,2,2,0
29778,3,57,4,3,DUO_SUPPORT,BOT,1,5,2,7,64292,57374,6918,0,20738,12390,8243,104,44,1,1,0
29869,1,57,3,4,DUO_SUPPORT,BOT,0,4,10,11,31854,26849,5005,0,22137,6144,15135,857,11,0,0,0
29943,6,57,4,3,DUO_SUPPORT,BOT,0,2,8,12,57389,50280,7108,0,24363,9996,12653,1713,32,1,0,1
29954,8,57,3,4,DUO_SUPPORT,BOT,0,1,7,4,31422,28198,2411,812,12154,2965,8878,310,29,0,0,0
30006,8,57,4,3,DUO_SUPPORT,BOT,0,6,6,0,53231,39057,9222,4951,18945,3472,12943,2530,59,0,0,0
30012,1,57,3,4,DUO_SUPPORT,BOT,0,9,16,15,62298,57851,4428,19,37906,15446,20758,1702,23,0,0,0
30063,3,57,4,14,DUO_SUPPORT,BOT,0,1,7,7,31636,29514,1615,506,14057,6272,7461,323,20,1,1,0
30195,8,57,4,3,DUO_SUPPORT,BOT,1,3,3,27,55943,32302,16028,7613,27432,9674,16416,1341,51,2,0,2
30196,7,57,3,4,DUO_SUPPORT,BOT,0,6,8,7,46939,34133,9959,2846,27666,8206,16242,3217,33,16,8,8
30207,9,57,3,4,DUO_SUPPORT,BOT,0,0,4,3,27866,26063,1802,0,15339,3237,10771,1330,16,0,0,0
30276,10,57,4,3,DUO_SUPPORT,BOT,0,0,6,3,28967,24658,4308,0,10610,3873,6736,0,40,0,0,0
30319,1,57,4,3,DUO_SUPPORT,BOT,1,1,8,27,82908,75051,6306,1550,41205,20375,18906,1923,41,1,1,0
30341,3,57,4,3,DUO_SUPPORT,BOT,0,1,10,13,28431,20505,4064,3860,24219,6185,16763,1271,32,0,0,0
30372,3,57,4,3,DUO_SUPPORT,BOT,0,1,8,3,42664,38247,4417,0,22470,7706,14465,298,30,2,2,0
30438,8,57,4,14,DUO_SUPPORT,BOT,1,5,6,10,33179,29436,3305,436,13853,5093,8296,464,12,3,0,3
30456,6,57,3,4,DUO_SUPPORT,BOT,1,7,6,11,53173,46168,7005,0,20300,5789,14511,0,30,1,0,1
30501,7,57,4,14,DUO_SUPPORT,BOT,0,4,4,8,46604,41977,2795,1830,18277,5981,11664,632,34,0,0,0
30516,7,57,4,14,DUO_SUPPORT,BOT,1,7,2,11,64895,59112,5157,626,20145,9761,10172,212,29,0,0,0
30525,5,57,4,3,DUO_SUPPORT,BOT,1,3,9,17,53706,49658,3696,351,24816,9151,15148,516,15,2,0,2
30636,9,57,14,4,DUO_SUPPORT,BOT,1,7,3,16,40934,36535,3836,562,15248,3790,11264,192,31,1,0,1
30785,10,57,3,4,DUO_SUPPORT,BOT,0,1,5,6,35741,28390,4889,2461,21389,8476,12306,606,39,0,0,0
30823,5,57,3,4,DUO_SUPPORT,BOT,1,4,4,17,37607,19885,9196,8525,27780,7572,19718,489,46,1,0,1
30852,10,57,4,3,DUO_SUPPORT,BOT,1,4,3,12,29523,26619,2595,309,19702,9496,9673,532,11,4,0,4
30892,3,57,4,3,DUO_SUPPORT,BOT,1,3,1,10,18866,13120,3839,1906,6868,1909,4565,394,16,0,0,0
30907,2,57,3,4,DUO_SUPPORT,BOT,1,1,7,17,55313,51031,4282,0,21312,7403,12255,1653,35,0,0,0
30909,2,57,4,3,DUO_SUPPORT,BOT,1,4,7,10,39141,37936,1161,44,17918,7672,9277,968,11,0,0,0
30929,8,57,3,4,DUO_SUPPORT,BOT,0,0,7,5,21381,18894,2487,0,16302,4881,11162,258,24,0,0,0
30969,8,57,3,4,DUO_SUPPORT,BOT,0,2,11,13,63404,58897,4481,26,33931,17393,15106,1432,37,0,0,0
31043,2,57,3,4,DUO_SUPPORT,BOT,0,1,11,13,93782,68073,14382,11326,57183,23929,31364,1889,74,16,9,7
31049,2,57,3,4,DUO_SUPPORT,BOT,0,2,10,14,50980,45213,5766,0,24886,9590,14556,740,23,3,2,1
31051,7,57,4,3,DUO_SUPPORT,BOT,1,1,3,16,30702,22707,4081,3913,14584,4173,10216,194,18,1,0,1
31054,7,57,14,4,DUO_SUPPORT,BOT,1,5,11,14,74601,63851,7134,3616,32071,11595,18390,2085,21,3,1,2
31055,7,57,7,4,DUO_SUPPORT,BOT,1,4,6,15,65592,59570,6022,0,23518,8709,14808,0,30,0,0,0
31059,3,57,3,4,DUO_SUPPORT,BOT,0,3,8,6,47178,42027,4857,294,28000,14999,10569,2431,34,1,0,1
31085,5,57,4,3,DUO_SUPPORT,BOT,1,2,5,11,37140,30830,5619,690,20517,6594,13416,505,17,0,0,0
31102,1,57,4,3,DUO_SUPPORT,BOT,1,0,4,8,88695,76324,7150,5220,20595,6192,14093,308,44,3,0,3
31104,9,57,4,14,DUO_SUPPORT,BOT,0,2,5,2,20368,17766,2403,198,10374,3141,7132,100,14,0,0,0
31140,8,57,3,4,DUO_SUPPORT,BOT,1,5,5,5,38654,34860,3794,0,13957,6596,7281,80,25,1,0,1
31156,10,57,3,4,DUO_SUPPORT,BOT,1,1,5,8,41692,37100,4579,12,15468,6568,8456,443,19,2,0,2
31174,7,57,4,14,DUO_SUPPORT,BOT,0,0,5,5,40677,36718,2968,991,17415,5480,11736,198,36,0,0,0
31176,5,57,4,14,DUO_SUPPORT,BOT,0,5,12,22,114058,101049,7630,5379,38057,16358,19420,2279,73,2,0,2
31187,4,57,11,4,DUO_SUPPORT,MID,1,3,4,13,138098,100105,31969,6024,30966,9725,19558,1682,71,56,46,10
31219,9,57,3,4,DUO_SUPPORT,BOT,1,6,11,21,83695,77612,4849,1232,36694,11348,22471,2873,20,0,0,0
31227,9,57,4,3,DUO_SUPPORT,BOT,0,4,9,9,40369,38537,1831,0,20077,2041,16803,1232,23,0,0,0
31229,10,57,3,4,DUO_SUPPORT,BOT,0,8,10,14,87559,81644,5314,600,34996,17156,16497,1342,46,3,2,1
31236,7,57,3,4,DUO_SUPPORT,BOT,1,2,2,8,23169,14691,4630,3847,7588,1527,5820,240,30,0,0,0
31270,2,57,4,3,DUO_SUPPORT,BOT,1,4,2,17,106847,97002,7316,2529,30721,9224,21184,312,74,2,2,0
31278,8,57,4,14,DUO_SUPPORT,BOT,0,3,4,7,39750,33806,4534,1409,14277,4538,9258,480,17,1,1,0
31302,8,57,4,3,DUO_SUPPORT,BOT,1,5,11,10,37678,32427,3504,1747,27066,7474,17589,2001,20,0,0,0
31323,4,57,4,14,DUO_SUPPORT,BOT,1,9,11,16,75752,68397,5350,2004,32839,20169,12609,60,30,1,1,0
31334,4,57,3,4,DUO_SUPPORT,BOT,0,3,3,5,26132,20077,4219,1835,17360,6605,9702,1051,14,2,1,1
31348,5,57,14,4,DUO_SUPPORT,BOT,1,3,1,7,24400,20065,3625,708,7515,1633,5373,508,2,1,0,1
31362,9,57,3,4,DUO_SUPPORT,BOT,1,12,12,16,81967,79069,2898,0,28196,9564,18012,620,34,7,0,7
31365,7,57,14,4,DUO_SUPPORT,BOT,1,2,6,10,29173,22829,4476,1867,15978,4486,10921,570,24,1,0,1
31367,3,57,14,4,DUO_SUPPORT,BOT,0,1,5,4,30480,19069,5525,5885,17326,4969,11951,405,39,3,3,0
31425,6,57,14,4,DUO_SUPPORT,BOT,0,5,14,13,89693,79129,7341,3222,33840,12106,21454,280,45,1,0,1
31427,2,57,4,3,DUO_SUPPORT,BOT,0,2,7,6,24090,22453,1636,0,13310,8008,4929,373,12,0,0,0
31450,10,57,3,4,DUO_SUPPORT,BOT,0,1,4,2,25038,23022,2016,0,10707,1540,8481,685,17,0,0,0
31459,4,57,3,4,DUO_SUPPORT,BOT,1,1,2,14,31765,26148,5617,0,11561,2093,9363,104,28,1,0,1
31461,9,57,4,3,DUO_SUPPORT,BOT,1,3,3,18,68082,60010,7737,334,15314,6231,8735,347,30,0,0,0
31472,8,57,14,4,DUO_SUPPORT,BOT,0,4,12,8,86432,78232,7043,1156,34374,4913,27199,2260,51,0,0,0
31494,7,57,3,4,DUO_SUPPORT,BOT,0,1,5,15,60211,48383,9657,2170,27754,10614,17068,72,43,2,1,1
31536,9,57,4,14,DUO_SUPPORT,BOT,1,5,4,14,33002,28572,3787,642,16415,6650,9047,717,15,0,0,0
31546,9,57,3,4,DUO_SUPPORT,BOT,1,4,3,4,29760,23065,6123,572,11223,5138,5258,826,32,2,0,2
31621,10,57,4,14,DUO_SUPPORT,BOT,0,3,7,7,22492,18377,3286,827,15737,8738,6805,194,9,2,2,0
31626,8,57,4,14,DUO_SUPPORT,BOT,1,5,3,20,49573,29172,11192,9208,16879,2722,13300,856,53,2,0,2
31671,1,57,4,3,DUO_SUPPORT,BOT,0,2,11,8,21302,15267,3293,2742,26706,10814,14535,1355,19,0,0,0
31694,1,57,3,4,DUO_SUPPORT,BOT,1,1,2,19,61984,44161,10544,7278,23950,4561,16240,3149,67,1,0,1
31695,8,57,4,3,DUO_SUPPORT,BOT,0,1,6,8,36589,25904,5122,5561,22610,3453,17219,1937,40,0,0,0
31696,9,57,4,3,DUO_SUPPORT,BOT,0,7,9,9,63284,56177,6952,154,33563,12027,17968,3568,30,6,3,3
31778,7,57,4,3,DUO_SUPPORT,BOT,1,3,5,11,35098,28600,6497,0,15557,2767,12690,100,23,0,0,0
31795,9,57,4,3,DUO_SUPPORT,BOT,1,5,7,27,96113,86373,7913,1825,36559,8628,25123,2808,52,0,0,0
31852,10,57,14,4,DUO_SUPPORT,BOT,1,2,2,9,23746,20295,2549,901,9040,2848,6125,66,8,0,0,0
31878,2,57,14,4,DUO_SUPPORT,BOT,0,4,4,14,32549,16645,7715,8187,18745,4628,13205,911,45,2,0,2
31888,10,57,4,3,DUO_SUPPORT,BOT,0,2,2,5,57650,47127,6858,3664,16266,6571,8667,1028,57,0,0,0
31951,4,57,14,4,DUO_SUPPORT,BOT,1,2,3,7,22924,19618,2813,492,10596,3032,7319,244,9,0,0,0
31964,3,57,3,4,DUO_SUPPORT,BOT,1,0,1,7,58630,51969,6613,48,17040,3765,12791,483,41,1,1,0
31978,10,57,3,4,DUO_SUPPORT,BOT,1,4,8,8,96697,86383,8431,1882,26397,11494,12719,2183,78,11,0,11
31982,8,57,14,4,DUO_SUPPORT,BOT,1,5,4,18,60578,52091,6337,2150,22700,7906,13505,1288,38,1,0,1
31992,6,57,14,4,DUO_SUPPORT,BOT,1,6,1,6,49289,41202,7142,943,9968,3432,6276,259,47,2,0,2
32018,4,57,3,4,DUO_SUPPORT,BOT,1,2,5,23,55703,46159,8276,1267,23418,10904,11530,983,34,2,1,1
32039,6,57,14,4,DUO_SUPPORT,BOT,1,1,5,17,30788,19502,6624,4660,19153,2985,13480,2687,34,1,0,1
32049,8,57,3,4,DUO_SUPPORT,BOT,1,3,5,13,55731,44735,5222,5773,29382,8553,19986,841,33,0,0,0
32175,3,57,4,3,DUO_SUPPORT,BOT,1,3,3,10,33051,26010,6119,921,17301,5185,11736,380,20,0,0,0
32176,10,57,3,4,DUO_SUPPORT,BOT,1,6,7,19,71672,62504,7764,1403,29850,12085,17168,596,34,0,0,0
32178,4,57,4,3,DUO_SUPPORT,BOT,1,1,1,6,27629,20636,5017,1974,10146,995,9150,0,29,0,0,0
